date,pwv,pwv_err
1263051900.0,3.5,1.35
1263053700.0,3.6,1.36
1263055500.0,3.6,1.36
1263057300.0,3.7,1.37
1263059100.0,3.0,1.3
1263060900.0,3.0,1.3
1263062700.0,3.7,1.37
1263064500.0,3.7,1.37
1263066300.0,3.5,1.35
1263068100.0,3.2,1.32
1263069900.0,2.9,1.29
1263071700.0,3.1,1.31
1263073500.0,3.6,1.36
1263075300.0,3.5,1.35
1263077100.0,3.4,1.34
1263078900.0,2.9,1.29
1263080700.0,2.8,1.28
1263082500.0,3.0,1.3
1263084300.0,2.7,1.27
1263086100.0,2.5,1.25
1263087900.0,2.3,1.23
1263089700.0,2.2,1.22
1263091500.0,2.3,1.23
1263093300.0,2.4,1.24
1263095100.0,2.7,1.27
1263096900.0,3.4,1.34
1263098700.0,3.2,1.32
1263100500.0,2.6,1.26
1263102300.0,2.7,1.27
1263104100.0,3.0,1.3
1263105900.0,2.3,1.23
1263107700.0,2.4,1.24
1263109500.0,2.9,1.29
1263111300.0,2.6,1.26
1263113100.0,3.1,1.31
1263114900.0,3.2,1.32
1263116700.0,3.3,1.33
1263118500.0,3.8,1.38
1263120300.0,4.0,1.4
1263122100.0,3.7,1.37
1263123900.0,3.2,1.32
1263125700.0,3.1,1.31
1263127500.0,3.4,1.34
1263129300.0,3.3,1.33
1263131100.0,3.2,1.32
1263132900.0,3.3,1.33
1263134700.0,2.9,1.29
1263136500.0,2.8,1.28
1263138300.0,3.2,1.32
1263140100.0,3.3,1.33
1263141900.0,3.5,1.35
1263143700.0,4.0,1.4
1263145500.0,3.7,1.37
1263147300.0,3.6,1.36
1263149100.0,3.6,1.36
1263150900.0,3.6,1.36
1263152700.0,3.7,1.37
1263154500.0,3.3,1.33
1263156300.0,3.3,1.33
1263158100.0,3.7,1.37
1263159900.0,4.2,1.42
1263161700.0,4.0,1.4
1263163500.0,4.0,1.4
1263165300.0,4.2,1.42
1263167100.0,4.9,1.49
1263168900.0,5.2,1.52
1263170700.0,4.6,1.46
1263172500.0,4.3,1.43
1263174300.0,4.4,1.44
1263176100.0,4.2,1.42
1263177900.0,3.8,1.38
1263179700.0,4.0,1.4
1263181500.0,4.3,1.43
1263183300.0,4.3,1.43
1263185100.0,3.5,1.35
1263186900.0,3.0,1.3
1263188700.0,3.3,1.33
1263190500.0,4.2,1.42
1263192300.0,4.3,1.43
1263194100.0,5.0,1.5
1263195900.0,5.7,1.57
1263197700.0,5.4,1.54
1263199500.0,6.1,1.61
1263201300.0,6.2,1.62
1263203100.0,6.3,1.63
1263204900.0,6.9,1.69
1263206700.0,7.5,1.75
1263208500.0,7.5,1.75
1263210300.0,6.9,1.69
1263212100.0,7.0,1.7
1263213900.0,7.8,1.78
1263215700.0,7.6,1.76
1263217500.0,7.1,1.71
1263219300.0,7.0,1.7
1263221100.0,6.8,1.68
1263222900.0,6.8,1.68
1263224700.0,6.6,1.66
1263226500.0,6.2,1.62
1263228300.0,6.0,1.6
1263230100.0,5.4,1.54
1263231900.0,4.2,1.42
1263233700.0,4.0,1.4
1263235500.0,4.4,1.44
1263237300.0,4.4,1.44
1263239100.0,4.3,1.43
1263240900.0,4.3,1.43
1263242700.0,3.9,1.39
1263244500.0,3.7,1.37
1263246300.0,4.6,1.46
1263248100.0,4.7,1.47
1263249900.0,4.4,1.44
1263251700.0,4.1,1.41
1263253500.0,4.1,1.41
1263255300.0,4.3,1.43
1263257100.0,4.2,1.42
1263258900.0,4.0,1.4
1263260700.0,4.3,1.43
1263262500.0,4.6,1.46
1263264300.0,4.2,1.42
1263266100.0,3.9,1.39
1263267900.0,4.4,1.44
1263269700.0,4.8,1.48
1263271500.0,4.4,1.44
1263273300.0,4.4,1.44
1263275100.0,4.4,1.44
