date,KITT,KITT_err,SA48,SA48_err
1277048700.0,,,6.8,0.125
1277050500.0,,,7.5,0.125
1277052300.0,,,8.0,0.125
1277054100.0,,,7.9,0.125
1277055900.0,,,6.9,0.125
1277057700.0,,,7.6,0.125
1277059500.0,,,9.5,0.125
1277061300.0,,,9.8,0.125
1277063100.0,,,8.5,0.125
1277064900.0,,,8.1,0.125
1277066700.0,,,8.4,0.125
1277068500.0,,,7.9,0.125
1277070300.0,,,8.3,0.125
1277072100.0,,,8.9,0.125
1277073900.0,,,7.7,0.125
1277075700.0,,,5.8,0.125
1277077500.0,,,6.1,0.125
1277079300.0,,,6.2,0.125
1277081100.0,,,6.0,0.125
1277082900.0,,,6.8,0.125
1277084700.0,,,7.0,0.125
1277086500.0,,,6.4,0.125
1277088300.0,,,5.2,0.125
1277090100.0,,,4.7,0.125
1277091900.0,,,4.5,0.125
1277093700.0,,,3.8,0.125
1277095500.0,,,4.3,0.125
1277097300.0,,,4.7,0.125
1277099100.0,,,4.8,0.125
1277100900.0,,,5.1,0.125
1277102700.0,,,4.6,0.125
1277104500.0,,,5.0,0.125
1277106300.0,,,6.1,0.125
1277108100.0,,,5.9,0.125
1277109900.0,,,5.3,0.125
1277111700.0,,,5.8,0.125
1277113500.0,,,6.8,0.125
1277115300.0,,,7.5,0.125
1277117100.0,,,8.3,0.125
1277118900.0,,,8.7,0.125
1277120700.0,,,8.5,0.125
1277122500.0,,,8.6,0.125
1277124300.0,,,9.9,0.125
1277126100.0,,,10.7,0.125
1277127900.0,,,11.1,0.125
1277129700.0,,,11.5,0.125
1277131500.0,,,11.3,0.125
1277133300.0,,,10.8,0.125
1277135100.0,,,10.1,0.125
1277136900.0,,,10.7,0.125
1277138700.0,,,10.9,0.125
1277140500.0,,,9.3,0.125
1277142300.0,,,8.0,0.125
1277144100.0,,,8.9,0.125
1277145900.0,,,10.0,0.125
1277147700.0,,,9.7,0.125
1277149500.0,,,8.4,0.125
1277151300.0,,,7.2,0.125
1277153100.0,,,6.9,0.125
1277154900.0,,,5.8,0.125
1277156700.0,,,6.4,0.125
1277158500.0,,,7.8,0.125
1277160300.0,,,7.1,0.125
1277162100.0,,,6.1,0.125
1277163900.0,,,6.3,0.125
1277165700.0,,,5.4,0.125
1277167500.0,,,3.8,0.125
1277169300.0,,,3.8,0.125
1277171100.0,,,4.3,0.125
1277172900.0,,,5.0,0.125
1277174700.0,,,4.7,0.125
1277176500.0,,,4.4,0.125
1277178300.0,,,4.8,0.125
1277180100.0,,,4.1,0.125
1277181900.0,,,3.7,0.125
1277183700.0,,,3.0,0.125
1277185500.0,,,2.5,0.125
1277187300.0,,,3.5,0.125
1277189100.0,,,3.7,0.125
1277190900.0,,,3.8,0.125
1277192700.0,,,4.6,0.125
1277194500.0,,,4.2,0.125
1277196300.0,,,3.3,0.125
1277198100.0,,,3.3,0.125
1277199900.0,,,3.4,0.125
1277201700.0,,,3.9,0.125
1277203500.0,,,4.0,0.125
1277205300.0,,,3.6,0.125
1277207100.0,,,3.4,0.125
1277208900.0,,,3.1,0.125
1277210700.0,,,3.2,0.125
1277212500.0,,,3.0,0.125
1277214300.0,,,3.0,0.125
1277216100.0,,,3.1,0.125
1277217900.0,,,2.8,0.125
1277219700.0,,,2.2,0.125
1277221500.0,,,2.7,0.125
1277223300.0,,,3.2,0.125
1277225100.0,,,3.3,0.125
1277226900.0,,,3.3,0.125
1277228700.0,,,3.6,0.125
1277230500.0,,,4.1,0.125
1277232300.0,,,4.2,0.125
1277234100.0,,,3.0,0.125
1277235900.0,,,2.3,0.125
1277237700.0,,,2.9,0.125
1277239500.0,,,3.3,0.125
1277241300.0,,,3.5,0.125
1277243100.0,,,4.0,0.125
1277244900.0,,,4.3,0.125
1277246700.0,,,3.1,0.125
1277248500.0,,,2.2,0.125
1277250300.0,,,3.5,0.125
1277252100.0,,,4.4,0.125
1277253900.0,,,3.2,0.125
1277255700.0,,,2.6,0.125
1277257500.0,,,3.2,0.125
1277259300.0,,,3.1,0.125
1277261100.0,,,2.0,0.125
1277262900.0,,,2.2,0.125
1277264700.0,,,2.3,0.125
1277266500.0,,,2.2,0.125
1277268300.0,,,3.2,0.125
1277270100.0,,,3.6,0.125
1277271900.0,,,4.5,0.125
1277273700.0,,,4.5,0.125
1277275500.0,,,4.1,0.125
1277277300.0,,,5.4,0.125
1277279100.0,,,6.9,0.125
1277280900.0,,,6.7,0.125
1277282700.0,,,6.2,0.125
1277284500.0,,,6.4,0.125
1277286300.0,,,6.3,0.125
1277288100.0,,,6.3,0.125
1277289900.0,,,7.3,0.125
1277291700.0,,,8.8,0.125
1277293500.0,,,8.6,0.125
1277295300.0,,,8.2,0.125
1277297100.0,,,8.2,0.125
1277298900.0,,,8.2,0.125
1277300700.0,,,7.7,0.125
1277302500.0,,,7.5,0.125
1277304300.0,,,7.2,0.125
1277306100.0,,,7.3,0.125
1277307900.0,,,7.9,0.125
1277309700.0,,,8.5,0.125
1277311500.0,,,9.7,0.125
1277313300.0,,,9.2,0.125
1277315100.0,,,8.3,0.125
1277316900.0,,,10.2,0.125
1277318700.0,,,11.9,0.125
1277320500.0,,,11.7,0.125
1277322300.0,,,10.9,0.125
1277324100.0,,,11.8,0.125
1277325900.0,,,12.6,0.125
1277327700.0,,,11.4,0.125
1277329500.0,,,11.2,0.125
1277331300.0,,,12.1,0.125
1277333100.0,,,12.8,0.125
1277334900.0,,,12.3,0.125
1277336700.0,,,11.6,0.225
1277338500.0,,,11.0,0.225
1277340300.0,,,10.3,0.125
1277342100.0,,,10.9,0.125
1277343900.0,,,11.9,0.125
1277345700.0,,,10.7,0.125
1277347500.0,,,9.8,0.125
1277349300.0,,,10.5,0.125
1277351100.0,,,10.0,0.125
1277352900.0,,,9.6,0.125
1277354700.0,,,10.2,0.125
1277356500.0,,,10.5,0.125
1277358300.0,,,11.3,0.125
1277360100.0,,,10.7,0.225
1277361900.0,,,11.0,0.225
1277363700.0,,,13.1,0.125
1277365500.0,,,12.7,0.125
1277367300.0,,,12.2,0.125
1277369100.0,,,12.9,0.125
1277370900.0,,,13.6,0.125
1277372700.0,,,13.7,0.125
1277374500.0,,,14.5,0.125
1277376300.0,,,15.2,0.125
1277378100.0,,,15.3,0.125
1277379900.0,,,14.7,0.125
1277381700.0,,,14.7,0.125
1277383500.0,,,15.9,0.125
1277385300.0,,,16.2,0.125
1277387100.0,,,16.1,0.125
1277388900.0,,,15.7,0.125
1277390700.0,,,15.3,0.125
1277392500.0,,,15.8,0.125
1277394300.0,,,17.0,0.125
1277396100.0,,,16.7,0.125
1277397900.0,,,16.7,0.125
1277399700.0,,,17.2,0.225
1277401500.0,,,17.2,0.125
1277403300.0,,,18.5,0.125
1277405100.0,,,19.2,0.125
1277406900.0,,,18.1,0.225
1277408700.0,,,17.9,0.125
1277410500.0,,,17.9,0.125
1277412300.0,,,17.0,0.125
1277414100.0,,,17.0,0.125
1277415900.0,,,17.1,0.125
1277417700.0,,,16.1,0.125
1277419500.0,,,14.6,0.125
1277421300.0,,,14.0,0.125
1277423100.0,,,14.4,0.125
1277424900.0,,,14.7,0.225
1277426700.0,,,15.2,0.125
1277428500.0,,,15.7,0.125
1277430300.0,,,16.8,0.125
1277432100.0,,,16.8,0.125
1277433900.0,,,16.4,0.125
1277435700.0,,,16.2,0.125
1277437500.0,,,14.6,0.125
1277439300.0,,,13.8,0.125
1277441100.0,,,14.6,0.125
1277442900.0,,,15.1,0.125
1277444700.0,,,15.5,0.125
1277446500.0,,,16.3,0.225
1277448300.0,,,16.1,0.225
1277450100.0,,,14.5,0.125
1277451900.0,,,14.0,0.125
1277453700.0,,,15.1,0.125
1277455500.0,,,16.1,0.125
1277457300.0,,,15.8,0.125
1277459100.0,,,15.0,0.125
1277460900.0,,,14.2,0.125
1277462700.0,,,14.6,0.125
1277464500.0,,,16.3,0.125
1277466300.0,,,16.8,0.125
1277468100.0,,,16.0,0.125
1277469900.0,,,17.0,0.125
1277471700.0,,,18.4,0.125
1277473500.0,,,19.5,0.125
1277475300.0,,,21.0,0.125
1277477100.0,,,21.6,0.125
1277478900.0,,,20.8,0.125
1277480700.0,,,21.0,0.125
1277482500.0,,,22.0,0.125
1277484300.0,,,22.1,0.125
1277486100.0,,,21.0,0.125
1277487900.0,,,19.2,0.125
1277489700.0,,,19.8,0.125
1277491500.0,,,19.8,0.125
1277493300.0,,,19.1,0.125
1277495100.0,,,20.3,0.125
1277496900.0,,,20.1,0.125
1277498700.0,,,18.6,0.125
1277500500.0,,,19.4,0.125
1277502300.0,,,20.7,0.125
1277504100.0,,,21.6,0.125
1277505900.0,,,20.9,0.125
1277507700.0,,,20.4,0.125
1277509500.0,,,20.9,0.125
1277511300.0,,,19.7,0.125
1277513100.0,,,18.4,0.125
1277514900.0,,,17.2,0.125
1277516700.0,,,16.7,0.125
1277518500.0,,,15.8,0.125
1277520300.0,,,14.0,0.125
1277522100.0,,,14.0,0.125
1277523900.0,,,13.6,0.125
1277525700.0,,,13.5,0.125
1277527500.0,,,13.2,0.125
1277529300.0,,,13.0,0.125
1277531100.0,,,13.6,0.125
1277532900.0,,,13.7,0.125
1277534700.0,,,13.1,0.225
1277536500.0,,,12.9,0.125
1277538300.0,,,13.1,0.125
1277540100.0,,,12.1,0.125
1277541900.0,,,11.7,0.125
1277543700.0,,,11.8,0.125
1277545500.0,,,11.4,0.125
1277547300.0,,,11.5,0.125
1277549100.0,,,12.0,0.125
1277550900.0,,,12.0,0.125
1277552700.0,,,11.2,0.125
1277554500.0,,,11.4,0.125
1277556300.0,,,12.2,0.125
1277558100.0,,,11.9,0.125
1277559900.0,,,11.8,0.125
1277561700.0,,,11.9,0.125
1277563500.0,,,10.8,0.125
1277565300.0,,,9.8,0.125
1277567100.0,,,10.5,0.125
1277568900.0,,,11.3,0.125
1277570700.0,,,11.0,0.125
1277572500.0,,,11.0,0.125
1277574300.0,,,12.6,0.125
1277576100.0,,,14.3,0.125
1277577900.0,,,14.9,0.125
1277579700.0,,,12.9,0.125
1277581500.0,,,11.3,0.125
1277583300.0,,,11.1,0.125
1277585100.0,,,10.4,0.125
1277586900.0,,,9.9,0.125
1277588700.0,,,9.5,0.125
1277590500.0,,,8.7,0.125
1277592300.0,,,8.0,0.125
1277594100.0,,,8.4,0.125
1277595900.0,,,8.6,0.225
1277597700.0,,,8.2,0.125
1277599500.0,,,7.9,0.125
1277601300.0,,,7.8,0.125
1277603100.0,,,8.4,0.125
1277604900.0,,,7.6,0.125
1277606700.0,,,7.5,0.125
1277608500.0,,,7.3,0.125
1277610300.0,,,7.2,0.125
1277612100.0,,,10.4,0.125
1277613900.0,,,11.0,0.125
1277615700.0,,,10.7,0.125
1277617500.0,,,11.0,0.125
1277619300.0,,,9.5,0.225
1277621100.0,,,10.2,0.225
1277622900.0,,,11.7,0.125
1277624700.0,,,12.0,0.125
1277626500.0,,,10.8,0.125
1277628300.0,,,9.4,0.125
1277630100.0,,,9.5,0.125
1277631900.0,,,8.9,0.125
1277633700.0,,,8.9,0.125
1277635500.0,,,10.0,0.125
1277637300.0,,,10.7,0.125
1277639100.0,,,10.6,0.125
1277640900.0,,,10.4,0.125
1277642700.0,,,10.7,0.125
1277644500.0,,,10.0,0.125
1277646300.0,,,9.0,0.125
1277648100.0,,,8.6,0.125
1277649900.0,,,9.0,0.125
1277651700.0,,,9.1,0.125
1277653500.0,,,8.7,0.125
1277655300.0,,,8.2,0.125
1277657100.0,,,8.2,0.125
1277658900.0,,,8.3,0.125
1277660700.0,,,8.0,0.125
1277662500.0,,,8.4,0.125
1277664300.0,,,8.9,0.125
1277666100.0,,,8.7,0.125
1277667900.0,,,9.5,0.125
1277669700.0,,,10.0,0.125
1277671500.0,,,9.3,0.125
1277673300.0,,,8.6,0.125
1277675100.0,,,8.6,0.125
1277676900.0,,,8.7,0.125
1277678700.0,,,9.1,0.125
1277680500.0,,,9.4,0.125
1277682300.0,,,9.3,0.125
1277684100.0,,,9.9,0.225
1277685900.0,,,9.9,0.125
1277687700.0,,,9.7,0.125
1277689500.0,,,11.1,0.125
1277691300.0,,,11.3,0.125
1277693100.0,,,11.1,0.125
1277694900.0,,,11.7,0.125
1277696700.0,,,11.0,0.125
1277698500.0,,,11.5,0.125
1277700300.0,,,12.2,0.125
1277702100.0,,,13.0,0.125
1277703900.0,,,13.8,0.125
1277705700.0,,,12.7,0.225
1277707500.0,,,13.1,0.125
1277709300.0,,,14.6,0.125
1277711100.0,,,15.4,0.125
1277712900.0,,,13.5,0.125
1277714700.0,,,11.8,0.125
1277716500.0,,,12.2,0.125
1277718300.0,,,12.4,0.125
1277720100.0,,,11.8,0.125
1277721900.0,,,11.1,0.125
1277723700.0,,,11.6,0.125
1277725500.0,,,11.4,0.125
1277727300.0,,,10.7,0.125
1277729100.0,,,10.7,0.125
1277730900.0,,,11.0,0.125
1277732700.0,,,11.7,0.125
1277734500.0,,,12.5,0.125
1277736300.0,,,12.4,0.125
1277738100.0,,,11.5,0.125
1277739900.0,,,11.6,0.125
1277741700.0,,,12.8,0.125
1277743500.0,,,12.7,0.125
1277745300.0,,,11.2,0.125
1277747100.0,,,11.0,0.125
1277748900.0,,,11.3,0.125
1277750700.0,,,10.8,0.125
1277752500.0,,,9.7,0.125
1277754300.0,,,8.9,0.125
1277756100.0,,,8.1,0.125
1277757900.0,,,8.6,0.125
1277759700.0,,,10.2,0.125
1277761500.0,,,10.1,0.125
1277763300.0,,,8.4,0.125
1277765100.0,,,7.1,0.125
1277766900.0,,,8.2,0.125
1277768700.0,,,7.4,0.125
1277770500.0,,,6.5,0.125
1277772300.0,,,7.4,0.125
1277774100.0,,,9.1,0.125
1277775900.0,,,11.5,0.125
1277777700.0,,,11.2,0.125
1277779500.0,,,11.2,0.125
1277781300.0,,,12.2,0.125
1277783100.0,,,12.5,0.125
1277784900.0,,,13.8,0.125
1277786700.0,,,14.7,0.125
1277788500.0,,,15.5,0.125
1277790300.0,,,16.2,0.125
1277792100.0,,,16.3,0.225
1277793900.0,,,16.6,0.225
1277795700.0,,,16.4,0.125
1277797500.0,,,15.6,0.125
1277799300.0,,,15.8,0.125
1277801100.0,,,15.7,0.125
1277802900.0,,,15.4,0.125
1277804700.0,,,16.0,0.125
1277806500.0,,,16.1,0.125
1277808300.0,,,15.9,0.125
1277810100.0,,,16.2,0.125
1277811900.0,,,15.9,0.125
1277813700.0,,,15.3,0.125
1277815500.0,,,15.4,0.125
1277817300.0,,,15.7,0.125
1277819100.0,,,15.7,0.125
1277820900.0,,,16.5,0.125
1277822700.0,,,16.8,0.125
1277824500.0,,,16.5,0.125
1277826300.0,,,16.2,0.125
1277828100.0,,,16.9,0.125
1277829900.0,,,17.8,0.125
1277831700.0,,,18.2,0.125
1277833500.0,,,18.4,0.125
1277835300.0,,,18.1,0.125
1277837100.0,,,18.6,0.125
1277838900.0,,,19.0,0.125
1277840700.0,,,20.1,0.125
1277842500.0,,,20.9,0.125
1277844300.0,,,20.6,0.125
1277846100.0,,,20.8,0.125
1277847900.0,,,21.1,0.125
1277849700.0,,,20.5,0.125
1277851500.0,,,20.1,0.125
1277853300.0,,,21.6,0.125
1277855100.0,,,22.5,0.125
1277856900.0,,,23.7,0.125
1277858700.0,,,23.7,0.125
1277860500.0,,,23.8,0.125
1277862300.0,,,23.8,0.125
1277864100.0,,,21.0,0.125
1277865900.0,,,19.7,0.125
1277867700.0,,,20.3,0.125
1277869500.0,,,20.6,0.125
1277871300.0,,,20.9,0.125
1277873100.0,,,20.5,0.125
1277874900.0,,,20.0,0.125
1277876700.0,,,19.2,0.125
1277878500.0,,,19.3,0.225
1277880300.0,,,21.0,0.125
1277882100.0,,,21.7,0.125
1277883900.0,,,21.1,0.125
1277885700.0,,,20.9,0.125
1277887500.0,,,21.2,0.125
1277889300.0,,,20.8,0.125
1277891100.0,,,20.3,0.125
1277892900.0,,,19.7,0.125
1277894700.0,,,19.9,0.125
1277896500.0,,,20.3,0.125
1277898300.0,,,20.5,0.125
1277900100.0,,,20.7,0.125
1277901900.0,,,20.7,0.125
1277903700.0,,,21.3,0.125
1277905500.0,,,21.9,0.125
1277907300.0,,,22.0,0.125
1277909100.0,,,22.5,0.125
1277910900.0,,,22.4,0.125
1277912700.0,,,21.8,0.125
1277914500.0,,,22.0,0.125
1277916300.0,,,22.0,0.125
1277918100.0,,,22.2,0.125
1277919900.0,,,22.7,0.125
1277921700.0,,,23.7,0.125
1277923500.0,,,24.9,0.125
1277925300.0,,,24.0,0.125
1277927100.0,,,24.2,0.125
1277928900.0,,,25.5,0.125
1277930700.0,,,25.8,0.125
1277932500.0,,,27.0,0.125
1277934300.0,,,27.8,0.125
1277936100.0,,,25.9,0.125
1277937900.0,,,24.6,0.125
1277939700.0,,,25.1,0.125
1277941500.0,,,25.1,0.125
1277943300.0,,,26.0,0.125
1277945100.0,,,26.4,0.125
1277946900.0,,,25.7,0.125
1277948700.0,,,25.1,0.125
1277950500.0,,,23.6,0.125
1277952300.0,,,23.7,0.125
1277954100.0,,,24.9,0.125
1277955900.0,,,25.8,0.125
1277957700.0,,,25.8,0.125
1277959500.0,,,24.2,0.125
1277961300.0,,,23.7,0.125
1277963100.0,,,23.0,0.125
1277964900.0,,,21.6,0.125
1277966700.0,,,22.3,0.125
1277968500.0,,,23.5,0.125
1277970300.0,,,22.8,0.125
1277972100.0,,,22.5,0.125
1277973900.0,,,22.6,0.125
1277975700.0,,,22.3,0.125
1277977500.0,,,23.0,0.125
1277979300.0,,,24.0,0.125
1277981100.0,,,24.5,0.125
1277982900.0,,,24.6,0.125
1277984700.0,,,24.2,0.125
1277986500.0,,,24.7,0.125
1277988300.0,,,24.4,0.125
1277990100.0,,,24.2,0.125
1277991900.0,,,24.8,0.125
1277993700.0,,,24.6,0.125
1277995500.0,,,24.7,0.125
1277997300.0,,,24.4,0.125
1277999100.0,,,24.6,0.125
1278000900.0,,,25.6,0.125
1278002700.0,,,24.9,0.125
1278004500.0,,,23.9,0.125
1278006300.0,,,23.9,0.125
1278008100.0,,,23.5,0.125
1278009900.0,,,22.9,0.125
1278011700.0,,,23.3,0.125
1278013500.0,,,25.0,0.125
1278015300.0,,,24.9,0.125
1278017100.0,,,23.6,0.125
1278018900.0,,,24.1,0.125
1278020700.0,,,25.7,0.125
1278022500.0,,,25.1,0.125
1278024300.0,,,25.2,0.125
1278026100.0,,,27.3,0.125
1278027900.0,,,26.8,0.125
1278029700.0,,,27.7,0.125
1278031500.0,,,28.6,0.125
1278033300.0,,,27.8,0.125
1278035100.0,,,27.4,0.125
1278036900.0,,,26.3,0.125
1278038700.0,,,26.4,0.125
1278040500.0,,,26.8,0.125
1278042300.0,,,27.4,0.125
1278044100.0,,,27.7,0.125
1278045900.0,,,26.3,0.125
1278047700.0,,,26.3,0.125
1278049500.0,,,24.7,0.125
1278051300.0,,,22.9,0.125
1278053100.0,,,24.5,0.125
1278054900.0,,,25.4,0.125
1278056700.0,,,24.4,0.125
1278058500.0,,,23.5,0.125
1278060300.0,,,23.0,0.125
1278062100.0,,,22.6,0.125
1278063900.0,,,22.8,0.125
1278065700.0,,,22.8,0.125
1278067500.0,,,23.0,0.125
1278069300.0,,,23.1,0.125
1278071100.0,,,22.7,0.125
1278072900.0,,,22.4,0.125
1278074700.0,,,21.9,0.125
1278076500.0,,,21.5,0.125
1278078300.0,,,21.5,0.125
1278080100.0,,,21.4,0.125
1278081900.0,,,21.5,0.125
1278083700.0,,,21.5,0.125
1278085500.0,,,21.1,0.125
1278087300.0,,,21.3,0.125
1278089100.0,,,22.4,0.125
1278090900.0,,,23.2,0.125
1278092700.0,,,23.3,0.125
1278094500.0,,,24.0,0.125
1278096300.0,,,23.5,0.125
1278098100.0,,,22.1,0.125
1278099900.0,,,21.8,0.125
1278101700.0,,,21.5,0.125
1278103500.0,,,21.6,0.125
1278105300.0,,,21.9,0.125
1278107100.0,,,21.4,0.125
1278108900.0,,,20.5,0.125
1278110700.0,,,20.2,0.125
1278112500.0,,,21.1,0.125
1278114300.0,,,21.4,0.125
1278116100.0,,,20.8,0.125
1278117900.0,,,20.9,0.125
1278119700.0,,,21.4,0.125
1278121500.0,,,20.3,0.125
1278123300.0,,,19.4,0.125
1278125100.0,,,20.5,0.125
1278126900.0,,,21.0,0.125
1278128700.0,,,20.9,0.125
1278130500.0,,,21.0,0.125
1278132300.0,,,20.6,0.125
1278134100.0,,,20.8,0.125
1278135900.0,,,18.9,0.125
1278137700.0,,,17.4,0.125
1278139500.0,,,18.8,0.125
1278141300.0,,,19.5,0.125
1278143100.0,,,18.7,0.125
1278144900.0,,,18.6,0.125
1278146700.0,,,18.9,0.125
1278148500.0,,,18.4,0.125
1278150300.0,,,18.9,0.125
1278152100.0,,,19.0,0.125
1278153900.0,,,19.2,0.125
1278155700.0,,,19.8,0.125
1278157500.0,,,20.0,0.125
1278159300.0,,,21.4,0.125
1278161100.0,,,21.9,0.125
1278162900.0,,,21.7,0.125
1278164700.0,,,20.7,0.125
1278166500.0,,,18.7,0.125
1278168300.0,,,17.9,0.125
1278170100.0,,,19.2,0.125
1278171900.0,,,20.1,0.125
1278173700.0,,,19.7,0.125
1278175500.0,,,17.1,0.125
1278177300.0,,,15.8,0.125
1278179100.0,,,17.3,0.125
1278180900.0,,,18.7,0.125
1278182700.0,,,18.4,0.125
1278184500.0,,,16.9,0.125
1278186300.0,,,15.6,0.125
1278188100.0,,,15.9,0.125
1278189900.0,,,16.4,0.125
1278191700.0,,,15.9,0.125
1278193500.0,,,16.3,0.125
1278195300.0,,,14.7,0.125
1278197100.0,,,13.3,0.125
1278198900.0,,,12.8,0.125
1278200700.0,,,11.4,0.125
1278202500.0,,,9.3,0.125
1278204300.0,,,8.0,0.125
1278206100.0,,,7.7,0.125
1278207900.0,,,7.6,0.125
1278209700.0,,,7.6,0.125
1278211500.0,,,6.5,0.125
1278213300.0,,,5.2,0.125
1278215100.0,,,5.4,0.125
1278216900.0,,,6.3,0.125
1278218700.0,,,7.4,0.125
1278220500.0,,,7.9,0.125
1278222300.0,,,7.7,0.225
1278224100.0,,,7.6,0.225
1278225900.0,,,6.9,0.125
1278227700.0,,,7.0,0.125
1278229500.0,,,8.3,0.125
1278231300.0,,,9.7,0.125
1278233100.0,,,10.2,0.125
1278234900.0,,,10.4,0.125
1278236700.0,,,10.9,0.125
1278238500.0,,,11.5,0.125
1278240300.0,,,12.7,0.125
1278242100.0,,,13.0,0.125
1278243900.0,,,12.3,0.125
1278245700.0,,,12.5,0.125
1278247500.0,,,12.6,0.125
1278249300.0,,,12.3,0.125
1278251100.0,,,11.9,0.125
1278252900.0,,,11.7,0.125
1278254700.0,,,11.5,0.125
1278256500.0,,,11.0,0.125
1278258300.0,,,11.4,0.125
1278260100.0,,,12.3,0.125
1278261900.0,,,12.9,0.125
1278263700.0,,,13.4,0.125
1278265500.0,,,12.4,0.125
1278267300.0,,,11.3,0.125
1278269100.0,,,11.5,0.125
1278270900.0,,,12.3,0.125
1278272700.0,,,12.4,0.125
1278274500.0,,,10.8,0.125
1278276300.0,,,10.4,0.125
1278278100.0,,,11.3,0.125
1278279900.0,,,11.0,0.125
1278281700.0,,,10.6,0.125
1278283500.0,,,11.6,0.125
1278285300.0,,,13.3,0.125
1278287100.0,,,13.0,0.125
1278288900.0,,,11.6,0.125
1278290700.0,,,12.6,0.125
1278292500.0,,,14.2,0.125
1278294300.0,,,13.5,0.125
1278296100.0,,,12.3,0.125
1278297900.0,,,12.5,0.125
1278299700.0,,,12.2,0.125
1278301500.0,,,12.0,0.125
1278303300.0,,,12.1,0.125
1278305100.0,,,12.3,0.125
1278306900.0,,,12.8,0.125
1278308700.0,,,12.6,0.125
1278310500.0,,,12.7,0.125
1278312300.0,,,13.0,0.125
1278314100.0,,,12.8,0.125
1278315900.0,,,12.2,0.125
1278317700.0,,,11.8,0.125
1278319500.0,,,11.4,0.125
1278321300.0,,,11.5,0.125
1278323100.0,,,11.2,0.125
1278324900.0,,,10.3,0.125
1278326700.0,,,10.6,0.125
1278328500.0,,,10.7,0.125
1278330300.0,,,10.4,0.125
1278332100.0,,,10.9,0.125
1278333900.0,,,11.3,0.125
1278335700.0,,,11.6,0.125
1278337500.0,,,12.2,0.125
1278339300.0,,,12.9,0.125
1278341100.0,,,14.0,0.125
1278342900.0,,,15.1,0.125
1278344700.0,,,15.7,0.125
1278346500.0,,,15.8,0.125
1278348300.0,,,16.1,0.125
1278350100.0,,,16.0,0.125
1278351900.0,,,16.0,0.125
1278353700.0,,,16.3,0.125
1278355500.0,,,15.3,0.125
1278357300.0,,,15.5,0.125
1278359100.0,,,16.4,0.125
1278360900.0,,,16.0,0.125
1278362700.0,,,15.6,0.125
1278364500.0,,,15.6,0.125
1278366300.0,,,15.0,0.125
1278368100.0,,,14.7,0.125
1278369900.0,,,15.5,0.125
1278371700.0,,,15.9,0.125
1278373500.0,,,15.6,0.125
1278375300.0,,,15.6,0.125
1278377100.0,,,15.8,0.125
1278378900.0,,,16.4,0.125
1278380700.0,,,15.4,0.125
1278382500.0,,,15.3,0.125
1278384300.0,,,16.5,0.125
1278386100.0,,,16.4,0.125
1278387900.0,,,16.7,0.125
1278389700.0,,,16.4,0.125
1278391500.0,,,16.5,0.125
1278393300.0,,,16.8,0.125
1278395100.0,,,15.9,0.225
1278396900.0,,,15.7,0.125
1278398700.0,,,15.7,0.125
1278400500.0,,,15.2,0.125
1278402300.0,,,15.2,0.125
1278404100.0,,,15.3,0.125
1278405900.0,,,14.3,0.125
1278407700.0,,,14.0,0.125
1278409500.0,,,14.5,0.125
1278411300.0,,,15.6,0.125
1278413100.0,,,16.3,0.125
1278414900.0,,,15.8,0.125
1278416700.0,,,16.0,0.125
1278418500.0,,,16.3,0.125
1278420300.0,,,16.1,0.125
1278422100.0,,,16.0,0.125
1278423900.0,,,15.7,0.125
1278425700.0,,,15.2,0.125
1278427500.0,,,15.0,0.125
1278429300.0,,,15.1,0.125
1278431100.0,,,15.2,0.125
1278432900.0,,,15.3,0.125
1278434700.0,,,15.7,0.125
1278436500.0,,,16.5,0.125
1278438300.0,,,17.1,0.125
1278440100.0,,,17.5,0.125
1278441900.0,,,17.5,0.125
1278443700.0,,,17.7,0.125
1278445500.0,,,18.3,0.125
1278447300.0,,,18.6,0.125
1278449100.0,,,20.0,0.125
1278450900.0,,,20.1,0.125
1278452700.0,,,18.8,0.125
1278454500.0,,,18.9,0.125
1278456300.0,,,19.7,0.125
1278458100.0,,,20.0,0.125
1278459900.0,,,21.3,0.125
1278461700.0,,,21.9,0.125
1278463500.0,,,21.2,0.125
1278465300.0,,,20.1,0.125
1278467100.0,,,18.4,0.125
1278468900.0,,,18.8,0.125
1278470700.0,,,20.1,0.125
1278472500.0,,,20.2,0.125
1278474300.0,,,20.2,0.125
1278476100.0,,,19.6,0.125
1278477900.0,,,19.2,0.125
1278479700.0,,,19.1,0.125
1278481500.0,,,18.4,0.225
1278483300.0,,,19.1,0.125
1278485100.0,,,19.9,0.125
1278486900.0,,,19.6,0.125
1278488700.0,,,19.3,0.125
1278490500.0,,,19.0,0.125
1278492300.0,,,18.2,0.125
1278494100.0,,,18.0,0.125
1278495900.0,,,18.5,0.125
1278497700.0,,,19.3,0.125
1278499500.0,,,19.6,0.125
1278501300.0,,,19.1,0.125
1278503100.0,,,19.4,0.125
1278504900.0,,,20.2,0.125
1278506700.0,,,20.0,0.125
1278508500.0,,,19.7,0.125
1278510300.0,,,20.1,0.125
1278512100.0,,,20.1,0.125
1278513900.0,,,19.7,0.125
1278515700.0,,,20.1,0.125
1278517500.0,,,21.3,0.125
1278519300.0,,,21.0,0.125
1278521100.0,,,21.2,0.125
1278522900.0,,,22.0,0.125
1278524700.0,,,21.7,0.125
1278526500.0,,,21.5,0.125
